Sentiment,clean_text
negative,bharat ke kisan ki buri halat hai sarkar koi jor nahin de rahi sarkar ko kewal bhoot se kisano ki buri halat hai t co mptvy75hja
negative,ye dehradun ka hai ye uttarakhand tk aisi soch leke aagaye saudi arebia se
negative,sex university khole to bhi koi puchne wala nahin hai inko peacefuls hai sab maaf
neutral,wir empfehlen euch heute auf der seite der bzga die scheckkarte du kannst leben retten klasse kostenlose ok t co ghavtvwxde
neutral,raat to waqt ki paband hai dhall jaye gi dekhna yeh hai charaghon ka safar kitna hai t co rdu1pwdv56
negative,ajeeb si halat hai gyi hai tere jane ke bad bukh hi nahin lagti khana khane ke bad unamusedface mere pas 4 samose the 2 phle ok t co 0ng2dqxjnd
negative,ko shaks yeh kehe ke wo afghani hai or afghani rehega tu uske bad use kiuo haq hai ke wo pakistan ki parlement mein behte
neutral,musalman deshbhakt tha hi kab yadi deshbhakt rahta to pakistan aur bangladesh nahin ban t co xr5xrerwzx
neutral,right and the way they made their point by making a really hatke trailer in the mo t co hv3gpqgbzr
negative,happy valentine s day from this pair of dysfunctional codependents t co 8rzrklkmfr
negative,beast bc inke 56 fans hai woh bas ki itni bhi aukad nahin ki you t co bh13p1ql5p
negative,iss bhagoray lantee kutta shahbaz sharif say bolo ma ok lun bayan bazi bandh kar wapas pakistan as it lootta howa paisa wapas kar
positive,god told me to tell y all the best is yet to come when you glow you gonna shine
negative,tumhare jaisa besharm ko jab jaanta ne chun tab v hume itna hi dukh hua tha visashyak to chuna tha delh t co fhrzjr4wwh
positive,mashaallah they bothlook good patwari media walay jaltay hain jalkukkar
neutral,pakpassion drugs leta hai bc dope test karao 4 sal ok lye bahir hoga
neutral,jab hum kisi ki khushi kharab kartay hain appnay kisi zoom main rehtay howay to wo banda to nikal hi ata hai situat t co kxkjg6pvyj
negative,mujy laga eid hai khula hoga par shit sab almost band tha
negative,tum apna face kanhi aur ja ke kala karwalo desh ko kosane ki jaroorat nahin hai aur jate hue baki ko b t co f6q08yb45p
positive,maa baap ki dua sath hai foldedhands bas yahe kafi hai heartsuitraisinghands paidmediacantharmsalman kirraak t co v1pfvkayau
positive,mahan p m modi jee ko jeet ki bahut bahut subhkamnaye mahanta ke liye pag pag aage bade indiaindiaindiaindiaindiaindia t co vwexwrphm0
positive,happy birthday to the most adorable and remarkable human being on this earth love you the most happybirthdayjenniferwinget
negative,nilesh56 here problem pata hai kiya hai tum jaise logo ko muslim ladkiya hijab burqa m t co a52uzt2jdu
positive,hahaha taso afghanistan day allah taba o barbad kari namak haram kom day afghan pakistan zindabad
negative,baba to nikay chunav hi lad lete parliamentary elections kyon lade chutiya samjhe hai kya papu ko
positive,derasachasauda good mrng saiyan ji please bless everyone with maximum sewa simran parmarth and s t co j0hvxdg8hi
neutral,hai eid mein taiyaar hone ke baad khud ko kaala teeka laga lena she kyon hai main nahin chahta tumhe kisi ki n t co 601xnmz5eq
neutral,swarnim itihaas banega bharat naye pankh le udega tez raftarnayi soch hai har din ek nayi khoz hai t co 62ryyc0wnr
positive,nails hair hips heels just hit 2 million views in just 6 days thank you thank you thank you redheartredheartredheart t co tzg
negative,vaha ke hindu darpok hai lad nahin sakte
negative,digital wese to ab pakka confirm hai gaya ki tu pakka chutiya hai facewithtearsofjoy chal ja ab alvida ka na t co 1zb8jlqqd0
negative,your type 3115 ye koi fake ac hai muslimo ke khilaf sari tweet kar rkhi hai is jahil aurat ne muslman hoti to
positive,bharat mata ki jai jai hind jai bharat shriman desh ka ek nagrik hone ke sath mere man me ek vichar utpanna hua hai t co pprjsd5hfd
negative,prtk sharma bhai tm to apne ghar me v famous nahin hai aur modi pakistan me tumhre fufa ki band bajane t co atnpm776bd
neutral,rashid isi ko kahte hain ram rajya agar sarkar in gundo ke saath wohi salook nahin karti hai to aisi sarkar ki
positive,insan1 dhan dhan satguru tera hi aasra happy birthday dear kasam msg papaji bless you birthdaycakebirthdaycakechocolatebarchocolatebar t
negative,bies by being blocked aapke acche din aa gaye
positive,sara jahaan dekh liya na mili mjhko baap jesi khalis muhabbat to my dearest baba i pray god bless you with highest rank in jannah
negative,farooqi gut nahin gandi feeling edday tussi peer team hai harwa di aap ne grimacingface
negative,jab choor nawaz ko dekta hai aur apny l ko dekta hai koi farq nahin hota thoo kutty teri manhoos shakal per thoo
positive,bad do good jab na umeedi bohat ziyada hai jaye to insan is tarah ok raste talash krta hai or khush rehne ki koshish krta hai
neutral,remember what ever bad happens to you your mom will keep yelling at you like sabh phone ki wajha se hua hai manfacepalminglightskintone
neutral,team hare koi nhe lakin amen is time team ko support krna chaye gussa ata lakin par bi pakistan amara fakhar hai t co l2miyldpc0
positive,sattar masha allah yeh banda sacha karkon hy bahut mehnti hay masha allah jis trh party ok liye wrk kar raha hy
positive,com oye beshrm budday koi rift nahin hai inshallah sasti shuhrat ok lye ajj kal tou pakistan ok baray mai tweet kar raha hai
neutral,arpit yadav 123 af wo nahin kregi
positive,mam its only for you that i went for the movie and trust me you lived upto it t co nfotjudct7
neutral,tu bhai apna raul vinci ko sambhal suna hai khud ko hi r t co ftbf389hq8
positive,please do not remove we love you coz because of you wins facewithmedicalmaskfacewithmedicalmask please aap kucch t co idvkxcq0qk
neutral,saale sitiyaaabaazi ki kiye tinder hai twitter nahin t co of621es9ky
positive,abbasid jumma tul wida mubarak redheart may this last friday of ramadan bring you all peace and prosperity ameen redheart jummamubarak htt
negative,bhakto ke alawa kise ko koi problem nahin hoge maximum fake account fake news failane wale account bhakto ke hai
neutral,gilmour hmmmm not really sam is an outlaw so that is not something i admire in people facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy even if most t co w1vbxfjeiq
neutral,nitish ne hi rss or bjp ko bihar me aage badhne diya varna laloo ji ke ti t co rau4a3n0pq
positive,farmer omg shes so beautiful loudlycryingface so dramatic
negative,sir ye oonki aadat may shumaar hbycot se media or deshwasion ko bhi pata chalegaki gandi naali ok t co ff4fuqpayk
positive,oooo she s pretty i ve not tried any abh yet
neutral,k01 iske paas to kapde bhi nahin the aur ye star kehti hai apne aapko itna bhi kun kharch kiya you t co kdbimjagp5
neutral,knock bhai muje ye batao ye mahila eka eki itna fast kaise hogyaazam khan par to aajtk koi karywahi nahin kph tco wb0t3ew1fe
positive,waalakum us salam brother same to you with prayers khosh rahan
negative,too are ye pagal hai gaya hai ab se itna bhi darne ki zaroorat nahin hai t co dekhvfzsbt
positive,07 world cup hmara hai paji mja aagya tusi great hai awesome theme song for world cup t co 4onr98w3om
neutral,inc dr ashok tanwar ji jindabad rahul ghandi jindabad
neutral,kar har maidaaan fateh bandeya kar har maidaan fateh t co jrsfqy0on9
negative,kuch media channel dikh rahe hai ki inke upar kai prakaar ke criminal cases hai shame on this type of media channel
negative,his hasiyat is that of a hawaldar this fakeass jihadi barrister rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing
neutral,ye jo log chaplusi kar rahe hai na iski vo din door nahin jab inki bhi maa bhene safe nahin hogi par ye t co pgbw9sciat
positive,waalakum us salam same to you with prayers khosh rahan jetee rahan
negative,bachpan s ly ok ajtak is team ka yehe randi rona dekhty aa rhy hyn ok ye hamesha possessive khelny lag j t co yu8ghyvy9u
negative,ispr sy koi iss video pe koi reaction dein gy ye begairrat ka bacha haram khor fouj ko kia kuc t co 265xuz65ft
positive,shrimaan modi ji namaskaar ji pahachano apney param mitra mohanpal pandit ji village mawai faridabad t co k6k16r3drf
neutral,jis tarah sarfaraz khel raha hey ab iske bus ki bat nahin 6 ya 4 marne ki is sey running to hai nahin rhi aisa lag raha t co qt1mckigul
neutral,d grlnxtdoor haha follow back karneke baad sochega lol
positive,manniye shree narendra modi ji nivedan hai hamare paryavaran ko bachane me sarkar pahal kare our har gh t co sbxc2iz1bv
negative,not to hurt anyone s feelings but if you think missionary sex is inherently boring and bad you re fucking ppl you don t like
neutral,tmne congress ke saare video asli lagte hai jo election time pe circulated huye the b t co rosg4p8rge
negative,tu patrkar hai ya santiduto ka chamcha tuje pata nahin hai to bta du mathura mai ramjan mai lashi fr t co ymta5howr4
positive,no chep we are not debating his brilliance and talent here we love our african brother t co vtk5bmtpa4
positive,0900 786 01 you are a nice guy kbhi kuch bura nahin mnaty hmesha khush rhty or dusron ko b khush rkhty stay blessed cherryblossom
negative,sir it is not that they do not have guts it is simply they are indecisive and t co ghotban78r
positive,ye baath bilkul sach saabith huyi sister facewithtearsofjoyfacewithtearsofjoythumbsupthumbsupokhandokhandtuliptuliptriangularflag excellent tweet okhandthumbsuptuliptriangularflagfoldedhandstriangularflag t co nxiy56nfyg
negative,himat hae tv administration ki jo is bande ko apne channel par live dekhate hain
negative,nsharif oy kuty aloo pakistan me tumhara baap mar raha ha begarto tum ko sharam nahin ati wapis awo pasy do t co blh179geud
negative,yahodion ok sath karobar kis ok hain nawaz sharif ok jandal ok sath karobar kis ok nawaz ok
positive,bhaija ji redheart love you my wish is to watch you play for india one day t co awzgaklbl6
neutral,jb samny wala kuch keh raha hai to phir bass usski suno or sirf muskrao winkingfacewithtonguewinkingfacewithtongue cox apka time bhi aiga phir aap bolein tco wzhev9zpbj
neutral,why did my grandmother decide that squash sardines and 2 patties were a good mix for my lunch hhhhhh
neutral,dosree countries mai crimnal activities kerne wale hero nahin hote
neutral,agar in logo ke perspective se soche toh yeh vi sahi hai world cup globeshowingamericastrophy me hamesa india se maar hai t co 9cwknqsdqw
negative,ration card wale ko ne 4 ghante me party se latiya kar nikal diya phir bhi bhakt aaj bhi nanng t co 4vbodx8gun
negative,m ok b c tim jaise kamino ko saza kab hogi gandi sahafat krke bhoonkte kutte
neutral,it s confirm now that eid is on 4th june in the gulf and eid can be celebrated in india on 5th june and bharat i t co baxssljivr
neutral,waitttttt i still dont understand wtf is offensive about the joke
negative,siddiqui janta ne pragya ko chuna hai ab shahi suvar boforswale bhi kuch ukhaad nahin sakte
negative,ekdm sahi kaha tumne dipika ki chut ka jo grm mut hoga uska maza hi alg hoga aur huma ki bdi gori lal ched vali gand se nikala mal
negative,teri ma ki bhosda hala play madharchod teri poore khandaan ki ma chodu madharcho behenchod nepal od t co h4udjwag9n
neutral,siratomic power ok ilawa aap ka sub se great karnama aik elected pmchairman oic ko illegally death pena t co 6zu0rxlz74
positive,one last reporting trip with runwal to pick strawberries you were right this is fun can t b
positive,jumma tul wida may this last jumma of ramadan bring you all peace and prosperity ameen all my duas t co tqptoyu3yo
negative,things you do are not likable at all you cant win just bcoz of work thats the truth laalach aap t co cnayzpzujy
neutral,afridik world cup me tum kabhi bhi humse to jite nahin or kah rahe hai ki him had se nahin darte
neutral,anand yeh tohfa pyaar se diya hai tumhare apnon ne nahin khood tum ne just lost in thin air
neutral,london join us tomorrow for the opening night of our new exhibition networks of knowledge showcasing the institute s library and
negative,wo vote le ok nahin betha tha logo ko laray de kay ok paris or france bna doonga pakistan ko beghairat insan
positive,ahhh this is so nice may allah grant salah and mane everything in the next life ameen as for in this life ya allah strip th
positive,goodnight to hoseok performing just dance only but i hope you all sleep well or have a good day i love hobi most gn
neutral,ab ki baar ka episode mujhe accha nahin laga ji ko le ayiye
positive,happy bday dakter saab bhagwaan aapko achchi sehat aur bohat lambi umar dein aur aap hum sabhi t co mw1gpoejue
neutral,abse sab log sirf nahane ke baad hi jai shree ram ke nare lagayenge au t co k4geuht3by
negative,lootero ka saath bjp ka haath gaurav bhatia aur bjp sarkar lootero ko khula samarthan kar rahi hai
neutral,mendola t co yrmd33xt2f
negative,so true they sell acres and buy these vehicles dimag to nahin la sakte ye log
neutral,quintana airways foto by y un vuelo directo a octavos de la aaaj sale de ibagu en micr t co wsuzsccsgl
positive,ji bilkul abdullah ji zarur dua krungi allah sab khair krne wala hai jazakallah
positive,jai sri ram aapki mehnat oor lagan oor tapesya sri ram je ke daya drasiti aap par sadev rahegi aap janta t co t0zmcuf9vt
neutral,neetesh kumar palti maar baba hein yeh log apne swarth ke liye kuchh bhi kar sakte hein t co ubalnglmrx
negative,jiske naam pe filme chlti thi na wo usse desh nahin chla wps industry chla gaya aur ab industry me bhi nh t co xefzk6f0no
negative,chal be dalle sale hrami ke pille havent you hear they were eati t co uqrl6lb06e
negative,ndtv wale kutte ki maut aur mulle ki maut par hi dukhi hote hn but hindu ki maut ka jashn manate hn
positive,goutam gambir from today i am your fan sir i am very older then you but you have amazing insaf on insaniyat i love god bless y
neutral,agr kse ko itni importantce chaeay nahin tou
neutral,logon ko alloo pyaz tomator me toh allah pak ka naam nazar aa jata hai par aankhon ok samne allah pak ke bande nazar t co hbg7zs0viy
neutral,wafadaar bane rahane ka nayab tarika hai lamba ji aap us party se judi hai jiska sardar t co krvtd1zaek
negative,chup bhosdike hai has been exonerated of all the charges tum log ghanta prove nahin kar paaye
positive,copyright copyright copyright copyright copyright praise the great giver who gives sustenance to all paid obeisance at gurudwara sr
negative,hny2 ki announcement hogyi to humka iss gola me nahin rehna hum nikal jaounga dusre gola me
positive,were almost in the final threedays of ramadan very close to the finish line so lets make sure that we double up our i
positive,this song makes me super happy i sing it for myself take khush raho abaad raho hemant da blessings t co lg4iw3qu6q
negative,tm dikha rhy hai apni asli auqaat wese btao tou ye propaganda kyon krta hai shahid masood
positive,you made nadi so so so happy today thank you so much for this i really love seeing one of my best friends this happy
positive,wah bhai shandaar jabab
neutral,goa sahanii suar tere jaiso ko sikhaya ja hi nahin sakta kyonki tu suar hai kh
